trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
197,False,"{'a': 0.8, 'e': 0.13808081308747275}",20,10,17.830803445359575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 0.136700004956598}",25,15,16.848999447899523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.13533300490703204}",20,16,7.987328318622788,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.13397967485796172}",20,13,0.6173483989009008,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.1326398781093821}",20,10,16.21054992138919,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.13131347932828827}",25,16,14.817695096612942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.1300003445350054}",30,8,34.26579003273281,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.12870034108965533}",30,21,3.9147096074990926,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.1274133376787588}",35,18,-24.86209428296894,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.8, 'e': 0.12613920430197118}",25,12,13.882414552992117,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 0.12487781225895148}",20,9,9.782691038327709,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.12362903413636196}",35,16,34.74306396983083,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.12239274379499834}",20,8,7.978751678423196,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.12116881635704835}",20,15,2.274987639391161,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 0.11995712819347787}",30,5,43.950251777917806,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 0.11875755691154309}",25,11,26.775160718050042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11756998134242766}",20,13,14.578813444602691,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.11639428152900338}",20,6,10.611338852261825,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.11523033871371334}",25,13,23.144974790524696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.11407803532657622}",30,17,-16.005679912213235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.8, 'e': 0.11293725497331045}",20,15,8.379614112731387,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.11180788242357734}",30,19,18.50142190816918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 0.11068980359934157}",20,12,16.997204029178015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.10958290556334815}",20,10,20.3841938417173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.10848707650771466}",25,16,14.65415093117888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.10740220574263752}",20,6,29.094903295240297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.10632818368521114}",25,18,15.982838690597859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.10526490184835903}",30,16,-14.631280314343488,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.8, 'e': 0.10421225282987544}",20,11,5.9714486040446175,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.10317013030157668}",20,10,19.05927706936489,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.10213842899856092}",30,9,33.90412481144432,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 0.10111704470857531}",25,19,-1.7163947923097318,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.10010587426148955}",20,1,27.89629619946988,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.09910481551887466}",30,19,17.5456522544001,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.0981137673636859}",25,11,-54.33024258682847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
232,False,"{'a': 0.8, 'e': 0.09713262969004906}",25,5,34.64579796265911,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.09616130339314856}",20,12,17.091970175312674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.09519969035921708}",20,15,8.208024669007802,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.0942476934556249}",25,10,-15.784877999443928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.8, 'e': 0.09330521652106866}",20,0,31.627546002048597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.8, 'e': 0.09237216435585796}",20,7,24.836709673742455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.09144844271229938}",20,0,-21.7483227117108,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.8, 'e': 0.0905339582851764}",25,11,24.377445157086914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.08962861870232462}",20,11,16.689298070186425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.08873233251530138}",30,9,24.001549760934882,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.08784500919014836}",20,10,-24.06069131733095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.8, 'e': 0.08696655909824688}",25,11,6.134904535530403,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.0860968935072644}",30,17,5.540976030605213,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.08523592457219176}",30,17,17.43846269158432,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.08438356532646984}",20,12,2.2376845303127286,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.08353972967320515}",20,11,20.48268793781164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.0827043323764731}",25,20,9.94807991602393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.08187728905270836}",20,6,23.621778411122875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.08105851616218128}",30,17,9.901270568085646,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.08024793100055946}",20,14,11.811114199310701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.07944545169055386}",20,7,11.297151924938534,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.07865099717364833}",25,13,22.251427193471656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.07786448720191184}",20,7,23.185834335838166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07708584232989273}",20,8,13.934370528978212,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.0763149839065938}",25,14,20.881238752344032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.07555183406752786}",20,14,-0.6582170320425138,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07479631572685258}",25,9,32.252329516957644,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.07404835256958406}",30,16,24.58318085180449,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.07330786904388821}",20,11,7.522201531699656,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.07257479035344933}",25,11,12.82095600875903,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.07184904244991484}",35,22,-20.180227160795475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.8, 'e': 0.07113055202541568}",20,12,11.678642656695974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.07041924650516153}",20,16,6.963589636743273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.06971505404010991}",20,12,18.49959575865806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.06901790349970881}",25,15,14.940190842490479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.06832772446471172}",20,11,-24.56855059934324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.8, 'e': 0.0676444472200646}",20,0,12.569203936994388,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.8, 'e': 0.06696800274786396}",25,20,10.895086062939209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06629832272038531}",25,19,10.790780376215205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06563533949318147}",20,0,21.507435023818175,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.8, 'e': 0.06497898609824965}",20,7,27.530785699627884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.06432919623726716}",30,16,24.28600660265243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06368590427489448}",20,3,26.586606856890224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.06304904523214554}",20,10,4.207284618500061,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06241855477982408}",20,16,6.889572186520555,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.06179436923202584}",25,11,31.776260910900255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06117642553970558}",20,7,-17.802800814221968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.8, 'e': 0.06056466128430853}",25,14,18.795655914482175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.05995901467146544}",25,11,23.85214407521061,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.059359424524750785}",20,8,21.307934421015577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.05876583027950327}",20,4,27.361449205109075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.05817817197670824}",20,10,3.905272789283421,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.05759639025694116}",20,6,30.439208003134723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.057020426354371746}",25,10,29.83558518970903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.05645022209082803}",20,13,2.1074654623756497,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.05588571986991975}",25,2,24.596471765837563,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.05532686267122055}",20,12,15.726432691590142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.05477359404450834}",20,8,21.82013025401261,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.05422585810406326}",25,13,-19.23422922286708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.8, 'e': 0.05368359952302263}",30,13,30.58138745655057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.0531467635277924}",35,21,22.166226304261272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.05261529589251448}",35,21,29.178159987180212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.05208914293358933}",25,19,11.005305601507011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.05156825150425344}",20,16,9.336571612600252,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.0510525689892109}",25,15,21.53882856971831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.050542043299318794}",30,22,11.943246718423843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.050036622866325604}",30,18,25.980373162330988,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.04953625663766235}",30,13,37.62244350751624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.04904089407128572}",30,23,12.262759419263864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.04855048513057287}",20,16,6.979996076458626,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.04806498027926714}",20,15,9.442193080507245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.047584330476474465}",20,7,21.625359937240418,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.04710848717170972}",25,14,21.980055623535495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.04663740229999262}",30,16,20.841894221089703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.046171028276992696}",25,13,20.01811765771632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
